azure_region,service_type,demand_units,capacity_allocated,service_availability,is_holiday,gdp_growth_rate,inflation_rate,it_sector_growth_index,year,month,quarter,day_of_week,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_7,day,forecast
Europe,Compute,122,153,99.6,0,5.62,6.8,111.96,2023,1,1,0,117.0,212.0,160.0,175.0,234.0,143.0,177.0,166.14285714285714,30,116.21374
Europe,Storage,201,250,99.93,0,5.62,6.8,111.96,2023,1,1,0,122.0,117.0,212.0,160.0,175.0,234.0,143.0,174.42857142857142,30,205.88083
India,Compute,116,139,99.71,0,5.62,6.8,111.96,2023,1,1,1,201.0,122.0,117.0,212.0,160.0,175.0,234.0,157.57142857142858,31,108.89397
India,Storage,154,186,99.65,0,5.62,6.8,111.96,2023,1,1,1,116.0,201.0,122.0,117.0,212.0,160.0,175.0,154.57142857142858,31,146.82654
US,Compute,192,242,99.86,0,5.62,6.8,111.96,2023,1,1,1,154.0,116.0,201.0,122.0,117.0,212.0,160.0,159.14285714285714,31,198.76064
US,Storage,113,165,99.71,0,5.62,6.8,111.96,2023,1,1,1,192.0,154.0,116.0,201.0,122.0,117.0,212.0,145.0,31,121.08157
Europe,Compute,120,177,99.84,0,5.62,6.8,111.96,2023,1,1,1,113.0,192.0,154.0,116.0,201.0,122.0,117.0,145.42857142857142,31,132.93996
Europe,Storage,117,160,99.54,0,5.62,6.8,111.96,2023,1,1,1,120.0,113.0,192.0,154.0,116.0,201.0,122.0,144.71428571428572,31,118.16151
India,Compute,270,322,99.83,0,6.3,3.62,94.68,2023,2,1,2,117.0,120.0,113.0,192.0,154.0,116.0,201.0,154.57142857142858,1,278.04517
India,Storage,277,309,99.8,0,6.3,3.62,94.68,2023,2,1,2,270.0,117.0,120.0,113.0,192.0,154.0,116.0,177.57142857142858,1,269.66452
US,Compute,140,194,99.53,0,6.3,3.62,94.68,2023,2,1,2,277.0,270.0,117.0,120.0,113.0,192.0,154.0,175.57142857142858,1,153.36562
US,Storage,208,252,99.86,0,6.3,3.62,94.68,2023,2,1,2,140.0,277.0,270.0,117.0,120.0,113.0,192.0,177.85714285714286,1,213.05585
Europe,Compute,230,286,99.77,0,6.3,3.62,94.68,2023,2,1,2,208.0,140.0,277.0,270.0,117.0,120.0,113.0,194.57142857142858,1,243.9452
Europe,Storage,129,169,99.79,0,6.3,3.62,94.68,2023,2,1,2,230.0,208.0,140.0,277.0,270.0,117.0,120.0,195.85714285714286,1,130.00653
India,Compute,183,210,99.86,0,6.3,3.62,94.68,2023,2,1,3,129.0,230.0,208.0,140.0,277.0,270.0,117.0,205.28571428571428,2,173.35257
India,Storage,299,350,99.78,0,6.3,3.62,94.68,2023,2,1,3,183.0,129.0,230.0,208.0,140.0,277.0,270.0,209.42857142857142,2,295.48013
US,Compute,186,243,99.78,0,6.3,3.62,94.68,2023,2,1,3,299.0,183.0,129.0,230.0,208.0,140.0,277.0,196.42857142857142,2,202.55551
US,Storage,194,214,99.52,0,6.3,3.62,94.68,2023,2,1,3,186.0,299.0,183.0,129.0,230.0,208.0,140.0,204.14285714285714,2,175.5143
Europe,Compute,209,232,99.91,0,6.3,3.62,94.68,2023,2,1,3,194.0,186.0,299.0,183.0,129.0,230.0,208.0,204.28571428571428,2,196.48645
Europe,Storage,223,272,99.86,0,6.3,3.62,94.68,2023,2,1,3,209.0,194.0,186.0,299.0,183.0,129.0,230.0,203.28571428571428,2,230.59251
India,Compute,295,320,99.9,0,6.3,3.62,94.68,2023,2,1,4,223.0,209.0,194.0,186.0,299.0,183.0,129.0,227.0,3,285.0188
India,Storage,144,177,99.63,0,6.3,3.62,94.68,2023,2,1,4,295.0,223.0,209.0,194.0,186.0,299.0,183.0,221.42857142857142,3,137.4462
US,Compute,178,234,99.5,0,6.3,3.62,94.68,2023,2,1,4,144.0,295.0,223.0,209.0,194.0,186.0,299.0,204.14285714285714,3,193.34158
US,Storage,284,341,99.8,0,6.3,3.62,94.68,2023,2,1,4,178.0,144.0,295.0,223.0,209.0,194.0,186.0,218.14285714285714,3,289.72513
Europe,Compute,137,177,99.79,0,6.3,3.62,94.68,2023,2,1,4,284.0,178.0,144.0,295.0,223.0,209.0,194.0,210.0,3,137.52602
Europe,Storage,151,193,99.67,0,6.3,3.62,94.68,2023,2,1,4,137.0,284.0,178.0,144.0,295.0,223.0,209.0,201.71428571428572,3,151.46608
India,Compute,263,284,99.72,0,6.3,3.62,94.68,2023,2,1,5,151.0,137.0,284.0,178.0,144.0,295.0,223.0,207.42857142857142,4,249.98581
India,Storage,212,245,99.72,0,6.3,3.62,94.68,2023,2,1,5,263.0,151.0,137.0,284.0,178.0,144.0,295.0,195.57142857142858,4,204.86108
US,Compute,238,269,99.87,0,6.3,3.62,94.68,2023,2,1,5,212.0,263.0,151.0,137.0,284.0,178.0,144.0,209.0,4,232.62386
US,Storage,124,160,99.83,0,6.3,3.62,94.68,2023,2,1,5,238.0,212.0,263.0,151.0,137.0,284.0,178.0,201.28571428571428,4,120.434875
Europe,Compute,206,228,99.53,0,6.3,3.62,94.68,2023,2,1,5,124.0,238.0,212.0,263.0,151.0,137.0,284.0,190.14285714285714,4,188.94554
Europe,Storage,217,267,99.56,0,6.3,3.62,94.68,2023,2,1,5,206.0,124.0,238.0,212.0,263.0,151.0,137.0,201.57142857142858,4,229.47263
India,Compute,134,177,99.71,1,6.3,3.62,94.68,2023,2,1,6,217.0,206.0,124.0,238.0,212.0,263.0,151.0,199.14285714285714,5,139.01212
India,Storage,119,177,99.71,1,6.3,3.62,94.68,2023,2,1,6,134.0,217.0,206.0,124.0,238.0,212.0,263.0,178.57142857142858,5,137.0882
US,Compute,270,299,99.89,1,6.3,3.62,94.68,2023,2,1,6,119.0,134.0,217.0,206.0,124.0,238.0,212.0,186.85714285714286,5,258.85217
US,Storage,177,205,99.62,1,6.3,3.62,94.68,2023,2,1,6,270.0,119.0,134.0,217.0,206.0,124.0,238.0,178.14285714285714,5,166.52283
Europe,Compute,126,179,99.94,1,6.3,3.62,94.68,2023,2,1,6,177.0,270.0,119.0,134.0,217.0,206.0,124.0,178.42857142857142,5,135.62953
Europe,Storage,259,314,99.56,1,6.3,3.62,94.68,2023,2,1,6,126.0,177.0,270.0,119.0,134.0,217.0,206.0,186.0,5,271.48135
India,Compute,137,175,99.52,0,6.3,3.62,94.68,2023,2,1,0,259.0,126.0,177.0,270.0,119.0,134.0,217.0,174.57142857142858,6,134.95267
India,Storage,139,174,99.81,0,6.3,3.62,94.68,2023,2,1,0,137.0,259.0,126.0,177.0,270.0,119.0,134.0,175.28571428571428,6,137.01967
US,Compute,275,301,99.6,0,6.3,3.62,94.68,2023,2,1,0,139.0,137.0,259.0,126.0,177.0,270.0,119.0,197.57142857142858,6,262.77173
US,Storage,267,299,99.69,0,6.3,3.62,94.68,2023,2,1,0,275.0,139.0,137.0,259.0,126.0,177.0,270.0,197.14285714285714,6,261.61502
Europe,Compute,120,163,99.91,0,6.3,3.62,94.68,2023,2,1,0,267.0,275.0,139.0,137.0,259.0,126.0,177.0,189.0,6,120.64902
Europe,Storage,257,296,99.7,0,6.3,3.62,94.68,2023,2,1,0,120.0,267.0,275.0,139.0,137.0,259.0,126.0,207.71428571428572,6,254.81433
India,Compute,273,329,99.62,0,6.3,3.62,94.68,2023,2,1,1,257.0,120.0,267.0,275.0,139.0,137.0,259.0,209.71428571428572,7,285.20203
India,Storage,258,314,99.63,0,6.3,3.62,94.68,2023,2,1,1,273.0,257.0,120.0,267.0,275.0,139.0,137.0,227.0,7,271.3913
US,Compute,127,173,99.83,0,6.3,3.62,94.68,2023,2,1,1,258.0,273.0,257.0,120.0,267.0,275.0,139.0,225.28571428571428,7,132.75569
US,Storage,177,209,99.97,0,6.3,3.62,94.68,2023,2,1,1,127.0,258.0,273.0,257.0,120.0,267.0,275.0,211.28571428571428,7,171.8319
Europe,Compute,151,174,99.75,0,6.3,3.62,94.68,2023,2,1,1,177.0,127.0,258.0,273.0,257.0,120.0,267.0,194.71428571428572,7,137.45656
Europe,Storage,206,227,99.64,0,6.3,3.62,94.68,2023,2,1,1,151.0,177.0,127.0,258.0,273.0,257.0,120.0,207.0,7,189.54042
India,Compute,290,337,99.75,0,6.3,3.62,94.68,2023,2,1,2,206.0,151.0,177.0,127.0,258.0,273.0,257.0,211.71428571428572,8,289.66852
India,Storage,274,301,99.53,0,6.3,3.62,94.68,2023,2,1,2,290.0,206.0,151.0,177.0,127.0,258.0,273.0,211.85714285714286,8,267.12338
US,Compute,183,224,99.73,0,6.3,3.62,94.68,2023,2,1,2,274.0,290.0,206.0,151.0,177.0,127.0,258.0,201.14285714285714,8,181.6456
US,Storage,281,319,99.64,0,6.3,3.62,94.68,2023,2,1,2,183.0,274.0,290.0,206.0,151.0,177.0,127.0,223.14285714285714,8,284.02243
Europe,Compute,214,265,99.69,0,6.3,3.62,94.68,2023,2,1,2,281.0,183.0,274.0,290.0,206.0,151.0,177.0,228.42857142857142,8,228.73042
Europe,Storage,228,272,99.91,0,6.3,3.62,94.68,2023,2,1,2,214.0,281.0,183.0,274.0,290.0,206.0,151.0,239.42857142857142,8,232.38585
India,Compute,286,337,99.75,0,6.3,3.62,94.68,2023,2,1,3,228.0,214.0,281.0,183.0,274.0,290.0,206.0,250.85714285714286,9,289.6479
India,Storage,275,299,99.71,0,6.3,3.62,94.68,2023,2,1,3,286.0,228.0,214.0,281.0,183.0,274.0,290.0,248.71428571428572,9,263.40344
US,Compute,217,255,99.77,0,6.3,3.62,94.68,2023,2,1,3,275.0,286.0,228.0,214.0,281.0,183.0,274.0,240.57142857142858,9,219.16518
US,Storage,211,249,99.68,0,6.3,3.62,94.68,2023,2,1,3,217.0,275.0,286.0,228.0,214.0,281.0,183.0,244.57142857142858,9,213.07652
Europe,Compute,253,299,99.77,0,6.3,3.62,94.68,2023,2,1,3,211.0,217.0,275.0,286.0,228.0,214.0,281.0,240.57142857142858,9,263.32178
Europe,Storage,110,164,99.95,0,6.3,3.62,94.68,2023,2,1,3,253.0,211.0,217.0,275.0,286.0,228.0,214.0,225.71428571428572,9,120.80309
India,Compute,283,341,99.66,0,6.3,3.62,94.68,2023,2,1,4,110.0,253.0,211.0,217.0,275.0,286.0,228.0,233.57142857142858,10,289.41806
India,Storage,242,276,99.55,0,6.3,3.62,94.68,2023,2,1,4,283.0,110.0,253.0,211.0,217.0,275.0,286.0,227.28571428571428,10,239.47826
US,Compute,251,301,99.96,0,6.3,3.62,94.68,2023,2,1,4,242.0,283.0,110.0,253.0,211.0,217.0,275.0,223.85714285714286,10,262.77847
US,Storage,186,222,99.64,0,6.3,3.62,94.68,2023,2,1,4,251.0,242.0,283.0,110.0,253.0,211.0,217.0,219.42857142857142,10,182.62254
Europe,Compute,240,274,99.91,0,6.3,3.62,94.68,2023,2,1,4,186.0,251.0,242.0,283.0,110.0,253.0,211.0,223.57142857142858,10,236.34305
Europe,Storage,106,135,99.77,0,6.3,3.62,94.68,2023,2,1,4,240.0,186.0,251.0,242.0,283.0,110.0,253.0,202.57142857142858,10,109.051636
India,Compute,222,253,99.56,0,6.3,3.62,94.68,2023,2,1,5,106.0,240.0,186.0,251.0,242.0,283.0,110.0,218.57142857142858,11,214.19427
India,Storage,118,163,99.87,0,6.3,3.62,94.68,2023,2,1,5,222.0,106.0,240.0,186.0,251.0,242.0,283.0,195.0,11,119.92542
US,Compute,179,222,99.68,0,6.3,3.62,94.68,2023,2,1,5,118.0,222.0,106.0,240.0,186.0,251.0,242.0,186.0,11,179.8625
US,Storage,182,224,99.94,0,6.3,3.62,94.68,2023,2,1,5,179.0,118.0,222.0,106.0,240.0,186.0,251.0,176.14285714285714,11,182.35797
Europe,Compute,181,229,99.7,0,6.3,3.62,94.68,2023,2,1,5,182.0,179.0,118.0,222.0,106.0,240.0,186.0,175.42857142857142,11,186.39983
Europe,Storage,149,186,99.54,0,6.3,3.62,94.68,2023,2,1,5,181.0,182.0,179.0,118.0,222.0,106.0,240.0,162.42857142857142,11,148.52908
India,Compute,113,171,99.75,1,6.3,3.62,94.68,2023,2,1,6,149.0,181.0,182.0,179.0,118.0,222.0,106.0,163.42857142857142,12,129.08548
India,Storage,189,234,99.6,1,6.3,3.62,94.68,2023,2,1,6,113.0,149.0,181.0,182.0,179.0,118.0,222.0,158.71428571428572,12,192.70152
US,Compute,152,185,99.98,1,6.3,3.62,94.68,2023,2,1,6,189.0,113.0,149.0,181.0,182.0,179.0,118.0,163.57142857142858,12,146.10622
US,Storage,190,214,99.98,1,6.3,3.62,94.68,2023,2,1,6,152.0,189.0,113.0,149.0,181.0,182.0,179.0,165.14285714285714,12,175.9479
Europe,Compute,252,307,99.52,1,6.3,3.62,94.68,2023,2,1,6,190.0,152.0,189.0,113.0,149.0,181.0,182.0,175.14285714285714,12,264.7481
Europe,Storage,129,153,99.62,1,6.3,3.62,94.68,2023,2,1,6,252.0,190.0,152.0,189.0,113.0,149.0,181.0,167.71428571428572,12,118.12213
India,Compute,133,165,99.85,0,6.3,3.62,94.68,2023,2,1,0,129.0,252.0,190.0,152.0,189.0,113.0,149.0,165.42857142857142,13,123.11817
India,Storage,252,296,99.58,0,6.3,3.62,94.68,2023,2,1,0,133.0,129.0,252.0,190.0,152.0,189.0,113.0,185.28571428571428,13,250.73064
US,Compute,168,222,99.84,0,6.3,3.62,94.68,2023,2,1,0,252.0,133.0,129.0,252.0,190.0,152.0,189.0,182.28571428571428,13,178.68631
US,Storage,210,232,99.95,0,6.3,3.62,94.68,2023,2,1,0,168.0,252.0,133.0,129.0,252.0,190.0,152.0,190.57142857142858,13,194.3035
Europe,Compute,255,314,99.69,0,6.3,3.62,94.68,2023,2,1,0,210.0,168.0,252.0,133.0,129.0,252.0,190.0,199.85714285714286,13,273.11807
Europe,Storage,107,133,99.64,0,6.3,3.62,94.68,2023,2,1,0,255.0,210.0,168.0,252.0,133.0,129.0,252.0,179.14285714285714,13,110.42023
India,Compute,125,176,99.63,0,6.3,3.62,94.68,2023,2,1,1,107.0,255.0,210.0,168.0,252.0,133.0,129.0,178.57142857142858,14,135.69365
India,Storage,263,297,99.8,0,6.3,3.62,94.68,2023,2,1,1,125.0,107.0,255.0,210.0,168.0,252.0,133.0,197.14285714285714,14,254.5313
US,Compute,255,280,99.5,0,6.3,3.62,94.68,2023,2,1,1,263.0,125.0,107.0,255.0,210.0,168.0,252.0,197.57142857142858,14,242.59616
US,Storage,168,216,99.58,0,6.3,3.62,94.68,2023,2,1,1,255.0,263.0,125.0,107.0,255.0,210.0,168.0,197.57142857142858,14,172.46658
Europe,Compute,288,327,99.66,0,6.3,3.62,94.68,2023,2,1,1,168.0,255.0,263.0,125.0,107.0,255.0,210.0,208.71428571428572,14,284.24045
Europe,Storage,236,257,99.77,0,6.3,3.62,94.68,2023,2,1,1,288.0,168.0,255.0,263.0,125.0,107.0,255.0,206.0,14,221.04832
India,Compute,297,344,99.78,0,6.3,3.62,94.68,2023,2,1,2,236.0,288.0,168.0,255.0,263.0,125.0,107.0,233.14285714285714,15,291.91293
India,Storage,276,314,99.74,0,6.3,3.62,94.68,2023,2,1,2,297.0,236.0,288.0,168.0,255.0,263.0,125.0,254.71428571428572,15,273.14255
US,Compute,202,231,99.56,0,6.3,3.62,94.68,2023,2,1,2,276.0,297.0,236.0,288.0,168.0,255.0,263.0,246.0,15,195.9479
US,Storage,105,142,99.69,0,6.3,3.62,94.68,2023,2,1,2,202.0,276.0,297.0,236.0,288.0,168.0,255.0,224.57142857142858,15,109.410545
Europe,Compute,198,237,99.61,0,6.3,3.62,94.68,2023,2,1,2,105.0,202.0,276.0,297.0,236.0,288.0,168.0,228.85714285714286,15,201.20248
Europe,Storage,245,279,99.59,0,6.3,3.62,94.68,2023,2,1,2,198.0,105.0,202.0,276.0,297.0,236.0,288.0,222.71428571428572,15,238.15468
India,Compute,266,298,99.77,0,6.3,3.62,94.68,2023,2,1,3,245.0,198.0,105.0,202.0,276.0,297.0,236.0,227.0,16,259.9153
India,Storage,170,216,99.91,0,6.3,3.62,94.68,2023,2,1,3,266.0,245.0,198.0,105.0,202.0,276.0,297.0,208.85714285714286,16,173.39302
US,Compute,136,179,99.83,0,6.3,3.62,94.68,2023,2,1,3,170.0,266.0,245.0,198.0,105.0,202.0,276.0,188.85714285714286,16,137.02336
US,Storage,127,150,99.67,0,6.3,3.62,94.68,2023,2,1,3,136.0,170.0,266.0,245.0,198.0,105.0,202.0,178.14285714285714,16,116.33936
Europe,Compute,242,268,99.51,0,6.3,3.62,94.68,2023,2,1,3,127.0,136.0,170.0,266.0,245.0,198.0,105.0,197.71428571428572,16,232.11801
Europe,Storage,161,193,99.85,0,6.3,3.62,94.68,2023,2,1,3,242.0,127.0,136.0,170.0,266.0,245.0,198.0,192.42857142857142,16,153.31058
India,Compute,288,326,99.79,0,6.3,3.62,94.68,2023,2,1,4,161.0,242.0,127.0,136.0,170.0,266.0,245.0,198.57142857142858,17,282.8772
India,Storage,254,294,99.84,0,6.3,3.62,94.68,2023,2,1,4,288.0,161.0,242.0,127.0,136.0,170.0,266.0,196.85714285714286,17,253.05939
US,Compute,164,195,99.85,0,6.3,3.62,94.68,2023,2,1,4,254.0,288.0,161.0,242.0,127.0,136.0,170.0,196.0,17,153.79356
US,Storage,241,282,99.9,0,6.3,3.62,94.68,2023,2,1,4,164.0,254.0,288.0,161.0,242.0,127.0,136.0,211.0,17,245.47209
Europe,Compute,238,287,99.76,0,6.3,3.62,94.68,2023,2,1,4,241.0,164.0,254.0,288.0,161.0,242.0,127.0,226.85714285714286,17,247.25667
Europe,Storage,292,350,99.63,0,6.3,3.62,94.68,2023,2,1,4,238.0,241.0,164.0,254.0,288.0,161.0,242.0,234.0,17,294.12405
India,Compute,134,168,99.71,0,6.3,3.62,94.68,2023,2,1,5,292.0,238.0,241.0,164.0,254.0,288.0,161.0,230.14285714285714,18,126.305305
India,Storage,203,231,99.54,0,6.3,3.62,94.68,2023,2,1,5,134.0,292.0,238.0,241.0,164.0,254.0,288.0,218.0,18,194.44887
US,Compute,168,195,99.96,0,6.3,3.62,94.68,2023,2,1,5,203.0,134.0,292.0,238.0,241.0,164.0,254.0,205.71428571428572,18,158.88689
US,Storage,164,206,99.64,0,6.3,3.62,94.68,2023,2,1,5,168.0,203.0,134.0,292.0,238.0,241.0,164.0,205.71428571428572,18,168.17966
Europe,Compute,215,243,99.66,0,6.3,3.62,94.68,2023,2,1,5,164.0,168.0,203.0,134.0,292.0,238.0,241.0,202.0,18,205.06049
Europe,Storage,223,254,99.67,0,6.3,3.62,94.68,2023,2,1,5,215.0,164.0,168.0,203.0,134.0,292.0,238.0,199.85714285714286,18,217.59619
India,Compute,163,186,99.61,1,6.3,3.62,94.68,2023,2,1,6,223.0,215.0,164.0,168.0,203.0,134.0,292.0,181.42857142857142,19,148.55022
India,Storage,283,313,99.97,1,6.3,3.62,94.68,2023,2,1,6,163.0,223.0,215.0,164.0,168.0,203.0,134.0,202.71428571428572,19,272.12213
US,Compute,214,261,99.73,1,6.3,3.62,94.68,2023,2,1,6,283.0,163.0,223.0,215.0,164.0,168.0,203.0,204.28571428571428,19,220.73521
US,Storage,174,221,99.73,1,6.3,3.62,94.68,2023,2,1,6,214.0,283.0,163.0,223.0,215.0,164.0,168.0,205.14285714285714,19,176.69865
Europe,Compute,236,294,99.74,1,6.3,3.62,94.68,2023,2,1,6,174.0,214.0,283.0,163.0,223.0,215.0,164.0,215.42857142857142,19,253.44211
Europe,Storage,163,209,99.83,1,6.3,3.62,94.68,2023,2,1,6,236.0,174.0,214.0,283.0,163.0,223.0,215.0,208.0,19,169.9321
India,Compute,278,309,99.61,0,6.3,3.62,94.68,2023,2,1,0,163.0,236.0,174.0,214.0,283.0,163.0,223.0,215.85714285714286,20,270.24326
India,Storage,130,150,99.93,0,6.3,3.62,94.68,2023,2,1,0,278.0,163.0,236.0,174.0,214.0,283.0,163.0,211.14285714285714,20,116.47743
US,Compute,177,218,99.5,0,6.3,3.62,94.68,2023,2,1,0,130.0,278.0,163.0,236.0,174.0,214.0,283.0,196.0,20,175.00743
US,Storage,173,231,99.94,0,6.3,3.62,94.68,2023,2,1,0,177.0,130.0,278.0,163.0,236.0,174.0,214.0,190.14285714285714,20,190.51453
Europe,Compute,284,324,99.59,0,6.3,3.62,94.68,2023,2,1,0,173.0,177.0,130.0,278.0,163.0,236.0,174.0,205.85714285714286,20,284.08945
Europe,Storage,120,153,99.67,0,6.3,3.62,94.68,2023,2,1,0,284.0,173.0,177.0,130.0,278.0,163.0,236.0,189.28571428571428,20,118.69855
India,Compute,111,164,99.63,0,6.3,3.62,94.68,2023,2,1,1,120.0,284.0,173.0,177.0,130.0,278.0,163.0,181.85714285714286,21,117.74198
India,Storage,117,159,99.75,0,6.3,3.62,94.68,2023,2,1,1,111.0,120.0,284.0,173.0,177.0,130.0,278.0,158.85714285714286,21,117.023186
US,Compute,196,243,99.61,0,6.3,3.62,94.68,2023,2,1,1,117.0,111.0,120.0,284.0,173.0,177.0,130.0,168.28571428571428,21,202.28404
US,Storage,248,285,99.83,0,6.3,3.62,94.68,2023,2,1,1,196.0,117.0,111.0,120.0,284.0,173.0,177.0,178.42857142857142,21,246.94511
Europe,Compute,130,182,99.8,0,6.3,3.62,94.68,2023,2,1,1,248.0,196.0,117.0,111.0,120.0,284.0,173.0,172.28571428571428,21,141.93872
Europe,Storage,124,165,99.53,0,6.3,3.62,94.68,2023,2,1,1,130.0,248.0,196.0,117.0,111.0,120.0,284.0,149.42857142857142,21,125.41513
India,Compute,250,305,99.5,0,6.3,3.62,94.68,2023,2,1,2,124.0,130.0,248.0,196.0,117.0,111.0,120.0,168.0,22,261.67395
India,Storage,203,244,99.9,0,6.3,3.62,94.68,2023,2,1,2,250.0,124.0,130.0,248.0,196.0,117.0,111.0,181.14285714285714,22,199.93793
US,Compute,230,261,99.94,0,6.3,3.62,94.68,2023,2,1,2,203.0,250.0,124.0,130.0,248.0,196.0,117.0,197.28571428571428,22,220.83305
US,Storage,171,204,99.58,0,6.3,3.62,94.68,2023,2,1,2,230.0,203.0,250.0,124.0,130.0,248.0,196.0,193.71428571428572,22,166.40767
Europe,Compute,200,250,99.99,0,6.3,3.62,94.68,2023,2,1,2,171.0,230.0,203.0,250.0,124.0,130.0,248.0,186.85714285714286,22,210.36208
Europe,Storage,216,254,99.89,0,6.3,3.62,94.68,2023,2,1,2,200.0,171.0,230.0,203.0,250.0,124.0,130.0,199.14285714285714,22,214.64957
India,Compute,282,312,99.65,0,6.3,3.62,94.68,2023,2,1,3,216.0,200.0,171.0,230.0,203.0,250.0,124.0,221.71428571428572,23,274.1172
India,Storage,169,218,99.73,0,6.3,3.62,94.68,2023,2,1,3,282.0,216.0,200.0,171.0,230.0,203.0,250.0,210.14285714285714,23,175.22115
US,Compute,161,204,99.74,0,6.3,3.62,94.68,2023,2,1,3,169.0,282.0,216.0,200.0,171.0,230.0,203.0,204.14285714285714,23,163.95583
US,Storage,190,230,99.71,0,6.3,3.62,94.68,2023,2,1,3,161.0,169.0,282.0,216.0,200.0,171.0,230.0,198.42857142857142,23,190.03943
Europe,Compute,207,256,99.62,0,6.3,3.62,94.68,2023,2,1,3,190.0,161.0,169.0,282.0,216.0,200.0,171.0,203.57142857142858,23,217.72972
Europe,Storage,285,342,99.69,0,6.3,3.62,94.68,2023,2,1,3,207.0,190.0,161.0,169.0,282.0,216.0,200.0,215.71428571428572,23,288.98663
India,Compute,157,209,99.86,0,6.3,3.62,94.68,2023,2,1,4,285.0,207.0,190.0,161.0,169.0,282.0,216.0,207.28571428571428,24,167.30365
India,Storage,298,354,99.75,0,6.3,3.62,94.68,2023,2,1,4,157.0,285.0,207.0,190.0,161.0,169.0,282.0,209.57142857142858,24,291.94962
US,Compute,124,149,99.59,0,6.3,3.62,94.68,2023,2,1,4,298.0,157.0,285.0,207.0,190.0,161.0,169.0,203.14285714285714,24,115.29077
US,Storage,145,194,99.82,0,6.3,3.62,94.68,2023,2,1,4,124.0,298.0,157.0,285.0,207.0,190.0,161.0,200.85714285714286,24,153.22911
Europe,Compute,247,274,99.79,0,6.3,3.62,94.68,2023,2,1,4,145.0,124.0,298.0,157.0,285.0,207.0,190.0,209.0,24,236.45122
Europe,Storage,118,164,99.59,0,6.3,3.62,94.68,2023,2,1,4,247.0,145.0,124.0,298.0,157.0,285.0,207.0,196.28571428571428,24,120.89322
India,Compute,205,260,99.69,0,6.3,3.62,94.68,2023,2,1,5,118.0,247.0,145.0,124.0,298.0,157.0,285.0,184.85714285714286,25,215.11562
India,Storage,152,178,99.72,0,6.3,3.62,94.68,2023,2,1,5,205.0,118.0,247.0,145.0,124.0,298.0,157.0,184.14285714285714,25,138.70349
US,Compute,137,166,99.67,0,6.3,3.62,94.68,2023,2,1,5,152.0,205.0,118.0,247.0,145.0,124.0,298.0,161.14285714285714,25,126.69458
US,Storage,257,296,99.96,0,6.3,3.62,94.68,2023,2,1,5,137.0,152.0,205.0,118.0,247.0,145.0,124.0,180.14285714285714,25,252.60786
Europe,Compute,267,291,99.64,0,6.3,3.62,94.68,2023,2,1,5,257.0,137.0,152.0,205.0,118.0,247.0,145.0,197.57142857142858,25,252.87529
Europe,Storage,204,252,99.64,0,6.3,3.62,94.68,2023,2,1,5,267.0,257.0,137.0,152.0,205.0,118.0,247.0,191.42857142857142,25,212.87114
India,Compute,235,264,99.81,1,6.3,3.62,94.68,2023,2,1,6,204.0,267.0,257.0,137.0,152.0,205.0,118.0,208.14285714285714,26,224.78146
India,Storage,157,206,99.71,1,6.3,3.62,94.68,2023,2,1,6,235.0,204.0,267.0,257.0,137.0,152.0,205.0,201.28571428571428,26,166.71182
US,Compute,106,140,99.58,1,6.3,3.62,94.68,2023,2,1,6,157.0,235.0,204.0,267.0,257.0,137.0,152.0,194.71428571428572,26,110.90357
US,Storage,167,211,99.68,1,6.3,3.62,94.68,2023,2,1,6,106.0,157.0,235.0,204.0,267.0,257.0,137.0,199.0,26,169.73659
Europe,Compute,103,129,99.7,1,6.3,3.62,94.68,2023,2,1,6,167.0,106.0,157.0,235.0,204.0,267.0,257.0,177.0,26,107.04625
Europe,Storage,119,153,99.85,1,6.3,3.62,94.68,2023,2,1,6,103.0,167.0,106.0,157.0,235.0,204.0,267.0,155.85714285714286,26,118.34885
India,Compute,147,181,99.75,0,6.3,3.62,94.68,2023,2,1,0,119.0,103.0,167.0,106.0,157.0,235.0,204.0,147.71428571428572,27,138.52994
India,Storage,225,247,99.57,0,6.3,3.62,94.68,2023,2,1,0,147.0,119.0,103.0,167.0,106.0,157.0,235.0,146.28571428571428,27,215.41217
US,Compute,131,165,99.56,0,6.3,3.62,94.68,2023,2,1,0,225.0,147.0,119.0,103.0,167.0,106.0,157.0,142.57142857142858,27,124.95536
US,Storage,205,262,99.59,0,6.3,3.62,94.68,2023,2,1,0,131.0,225.0,147.0,119.0,103.0,167.0,106.0,156.71428571428572,27,215.91609
Europe,Compute,237,292,99.97,0,6.3,3.62,94.68,2023,2,1,0,205.0,131.0,225.0,147.0,119.0,103.0,167.0,166.71428571428572,27,248.06133
Europe,Storage,121,180,99.55,0,6.3,3.62,94.68,2023,2,1,0,237.0,205.0,131.0,225.0,147.0,119.0,103.0,169.28571428571428,27,137.4252
India,Compute,100,143,99.96,0,6.3,3.62,94.68,2023,2,1,1,121.0,237.0,205.0,131.0,225.0,147.0,119.0,166.57142857142858,28,111.9444
India,Storage,163,201,99.89,0,6.3,3.62,94.68,2023,2,1,1,100.0,121.0,237.0,205.0,131.0,225.0,147.0,168.85714285714286,28,162.45897
US,Compute,233,285,99.73,0,6.3,3.62,94.68,2023,2,1,1,163.0,100.0,121.0,237.0,205.0,131.0,225.0,170.0,28,242.68196
